Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
47,tt1313104,2013-04-24,2013-04-24,,The Cove,https://www.imdb.com/title/tt1313104/,movie,8.4,92,2009,"Documentary, Crime",45138,2009-04-25,Louie Psihoyos
48,tt1020938,2013-04-24,2013-04-24,,Bébé(s),https://www.imdb.com/title/tt1020938/,movie,7.1,79,2010,Documentary,6655,2010-05-07,Thomas Balmès
49,tt1152822,2013-04-24,2013-04-24,,Freakonomics,https://www.imdb.com/title/tt1152822/,movie,6.4,93,2010,Documentary,6459,2010-04-30,"Heidi Ewing, Morgan Spurlock, Alex Gibney, Rachel Grady, Seth Gordon, Eugene Jarecki"
50,tt1566648,2013-04-24,2013-04-24,,Waiting for 'Superman',https://www.imdb.com/title/tt1566648/,movie,7.5,111,2010,Documentary,10277,2010-01-22,Davis Guggenheim
51,tt1559549,2013-04-24,2013-04-24,,Restrepo,https://www.imdb.com/title/tt1559549/,movie,7.5,93,2010,"Documentary, War",20598,2010-01-31,"Tim Hetherington, Sebastian Junger"
52,tt0427312,2013-04-24,2013-04-24,,Grizzly Man,https://www.imdb.com/title/tt0427312/,movie,7.8,103,2005,"Documentary, Biography",48205,2005-01-24,Werner Herzog
53,tt1424432,2013-04-24,2013-04-24,,Senna,https://www.imdb.com/title/tt1424432/,movie,8.6,106,2010,"Documentary, Biography, Sport",54950,2010-10-07,Asif Kapadia
54,tt1781069,2013-04-24,2013-04-24,,Zeitgeist: Moving Forward,https://www.imdb.com/title/tt1781069/,movie,8.2,161,2011,Documentary,16853,2011-01-15,Peter Joseph
55,tt0393597,2013-04-24,2013-04-24,,Earth,https://www.imdb.com/title/tt0393597/,movie,8.0,90,2007,Documentary,13811,2007-07-14,"Alastair Fothergill, Mark Linfield"
56,tt0497116,2013-04-24,2013-04-24,,An Inconvenient Truth,https://www.imdb.com/title/tt0497116/,movie,7.4,96,2006,Documentary,77222,2006-01-24,Davis Guggenheim
57,tt1558250,2013-04-24,2013-04-24,,GasLand,https://www.imdb.com/title/tt1558250/,movie,7.7,107,2010,Documentary,9928,2010-01-24,Josh Fox
